;artist;border_color;collector_number;color_identity;colors;flavor_text;image_uris;mana_cost;legalities;name;oracle_text;rarity;type_line;set;set_name;power;toughness
51;Zoltan Boros & Gabor Szikszai;black;58;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/58.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/58.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/58.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/58.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/58.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/58.jpg?1517813031'};{1}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Grim Harvest;"Return target creature card from your graveyard to your hand.
Recover {2}{B} (When a creature is put into your graveyard from the battlefield, you may pay {2}{B}. If you do, return this card from your graveyard to your hand. Otherwise, exile this card.)";common;Instant;csp;Coldsnap;;
52;Dave Allsop;black;59;['B'];['B'];"""There it was, clawing the ice as it chittered and clicked its teeth. We fled in horror before it unearthed its grisly meal."" —Aevar Borg, northern guide, journal entry";{'small': 'https://img.scryfall.com/cards/small/en/csp/59.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/59.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/59.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/59.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/59.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/59.jpg?1517813031'};{4}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Gristle Grinner;Whenever a creature dies, Gristle Grinner gets +2/+2 until end of turn.;uncommon;Creature — Zombie;csp;Coldsnap;3;3
53;Kensuke Okabayashi;black;60;['B'];['B'];"""Make sure those wretches feed only upon the plagued. The blood of the healthy is reserved for me alone."" —Garza Zol, plague queen";{'small': 'https://img.scryfall.com/cards/small/en/csp/60.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/60.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/60.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/60.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/60.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/60.jpg?1517813031'};{2}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Gutless Ghoul;{1}, Sacrifice a creature: You gain 2 life.;common;Snow Creature — Zombie;csp;Coldsnap;2;2
54;Mark Zug;black;61;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/61.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/61.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/61.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/61.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/61.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/61.jpg?1517813031'};{1}{B}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Haakon, Stromgald Scourge;"You may cast Haakon, Stromgald Scourge from your graveyard, but not from anywhere else.
As long as Haakon is on the battlefield, you may play Knight cards from your graveyard.
When Haakon dies, you lose 2 life.";rare;Legendary Creature — Zombie Knight;csp;Coldsnap;3;3
55;Ron Spears;black;36;['U'];['U'];"""The umber stain of the Thaw will be bleached away. Once again the world will be sharp, white, perfect!""";{'small': 'https://img.scryfall.com/cards/small/en/csp/36.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/36.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/36.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/36.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/36.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/36.jpg?1517813031'};{4}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Heidar, Rimewind Master;{2}, {T}: Return target permanent to its owner's hand. Activate this ability only if you control four or more snow permanents.;rare;Legendary Creature — Human Wizard;csp;Coldsnap;3;3
56;Alex Horley-Orlandelli;black;62;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/62.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/62.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/62.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/62.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/62.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/62.jpg?1517813031'};{6}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Herald of Leshrac;"Flying
Cumulative upkeep—Gain control of a land you don't control. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Herald of Leshrac gets +1/+1 for each land you control but don't own.
When Herald of Leshrac leaves the battlefield, each player gains control of each land they own that you control.";rare;Creature — Avatar;csp;Coldsnap;2;4
57;Steven Belledin;black;110;['G'];['G'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/110.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/110.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/110.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/110.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/110.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/110.jpg?1517813031'};{4}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Hibernation's End;"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Whenever you pay Hibernation's End's cumulative upkeep, you may search your library for a creature card with converted mana cost equal to the number of age counters on Hibernation's End and put it onto the battlefield. If you do, shuffle your library.";rare;Enchantment;csp;Coldsnap;;
58;John Avon;black;147;['G', 'R'];[];"""Our noble land, enslaved by Rime, Is it our fate to freeze through time? If this be true, oh wicked crime."" —The Dynasty of Winter Kings";{'small': 'https://img.scryfall.com/cards/small/en/csp/147.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/147.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/147.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/147.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/147.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/147.jpg?1517813031'};;{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Highland Weald;"Highland Weald enters the battlefield tapped.
{T}: Add {R} or {G}.";uncommon;Snow Land;csp;Coldsnap;;
59;Warren Mahy;black;85;['R'];['R'];As the Thaw met Terisiare, mountains shed their icy skins, crushing homes and hopes alike.;{'small': 'https://img.scryfall.com/cards/small/en/csp/85.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/85.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/85.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/85.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/85.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/85.jpg?1517813031'};{2}{R}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Icefall;"Destroy target artifact or land.
Recover {R}{R} (When a creature is put into your graveyard from the battlefield, you may pay {R}{R}. If you do, return this card from your graveyard to your hand. Otherwise, exile this card.)";common;Sorcery;csp;Coldsnap;;
60;Richard Sardinha;black;111;['G'];['G'];"""Our border lands fall under the grip of Heidar's second winter. Go forth and reclaim them for Yavimaya."" —Kaysa, elder druid of the Juniper Order";{'small': 'https://img.scryfall.com/cards/small/en/csp/111.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/111.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/111.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/111.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/111.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/111.jpg?1517813031'};{1}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Into the North;Search your library for a snow land card and put it onto the battlefield tapped. Then shuffle your library.;common;Sorcery;csp;Coldsnap;;
61;Matt Cavotta;black;137;[];[];;{'small': 'https://img.scryfall.com/cards/small/en/csp/137.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/137.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/137.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/137.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/137.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/137.jpg?1517813031'};{3};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Jester's Scepter;"When Jester's Scepter enters the battlefield, exile the top five cards of target player's library face down. You may look at those cards for as long as they remain exiled.
{2}, {T}, Put a card exiled with Jester's Scepter into its owner's graveyard: Counter target spell if it has the same name as that card.";rare;Artifact;csp;Coldsnap;;
62;Mark Zug;black;37;['U'];['U'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/37.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/37.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/37.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/37.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/37.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/37.jpg?1517813031'};{4}{U}{U}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Jokulmorder;"Trample
Jokulmorder enters the battlefield tapped.
When Jokulmorder enters the battlefield, sacrifice it unless you sacrifice five lands.
Jokulmorder doesn't untap during your untap step.
Whenever you play an Island, you may untap Jokulmorder.";rare;Creature — Leviathan;csp;Coldsnap;12;12
63;Franz Vohwinkel;black;8;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/8.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/8.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/8.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/8.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/8.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/8.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Jötun Grunt;Cumulative upkeep—Put two cards from a single graveyard on the bottom of their owner's library. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.);uncommon;Creature — Giant Soldier;csp;Coldsnap;4;4
64;Dave Dorman;black;9;['U', 'W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/9.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/9.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/9.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/9.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/9.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/9.jpg?1517813031'};{2}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Jötun Owl Keeper;"Cumulative upkeep {W} or {U} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
When Jötun Owl Keeper dies, create a 1/1 white Bird creature token with flying for each age counter on it.";uncommon;Creature — Giant;csp;Coldsnap;3;3
65;Greg Hildebrandt;black;130;['G', 'W'];['G', 'W'];To protect the alliance between Kjeldor and Yavimaya, they trained in the ways of both.;{'small': 'https://img.scryfall.com/cards/small/en/csp/130.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/130.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/130.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/130.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/130.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/130.jpg?1517813031'};{3}{G}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Juniper Order Ranger;Whenever another creature enters the battlefield under your control, put a +1/+1 counter on that creature and a +1/+1 counter on Juniper Order Ranger.;uncommon;Creature — Human Knight;csp;Coldsnap;2;4
66;Wayne England;black;86;['R'];['R'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/86.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/86.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/86.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/86.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/86.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/86.jpg?1517813031'};{2}{R}{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Karplusan Minotaur;"Cumulative upkeep—Flip a coin. (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Whenever you win a coin flip, Karplusan Minotaur deals 1 damage to any target.
Whenever you lose a coin flip, Karplusan Minotaur deals 1 damage to any target of an opponent's choice.";rare;Creature — Minotaur Warrior;csp;Coldsnap;3;3
67;Dan Scott;black;112;['G'];['G'];The strider's long, loping gait is an adaptation that allows it to move quickly in deep snow.;{'small': 'https://img.scryfall.com/cards/small/en/csp/112.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/112.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/112.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/112.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/112.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/112.jpg?1517813031'};{3}{G};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Karplusan Strider;Karplusan Strider can't be the target of blue or black spells.;uncommon;Creature — Yeti;csp;Coldsnap;3;4
68;Greg Hildebrandt;black;87;['R'];['R'];"""They're not easily trained. Fortunately, they already know how to kill."" —Lovisa Coldeyes, Balduvian chieftain";{'small': 'https://img.scryfall.com/cards/small/en/csp/87.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/87.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/87.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/87.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/87.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/87.jpg?1517813031'};{R};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Karplusan Wolverine;Whenever Karplusan Wolverine becomes blocked, you may have it deal 1 damage to any target.;common;Snow Creature — Wolverine Beast;csp;Coldsnap;1;1
69;Marcelo Vignali;black;10;['W'];['W'];The gargoyles were taken from the walls of flooded Kjeldoran cities and brought upland to guard the outposts of New Argive.;{'small': 'https://img.scryfall.com/cards/small/en/csp/10.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/10.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/10.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/10.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/10.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/10.jpg?1517813031'};{5}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Kjeldoran Gargoyle;"Flying, first strike
Whenever Kjeldoran Gargoyle deals damage, you gain that much life.";uncommon;Creature — Gargoyle;csp;Coldsnap;3;3
70;Dave Dorman;black;11;['W'];['W'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/11.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/11.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/11.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/11.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/11.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/11.jpg?1517813031'};{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Kjeldoran Javelineer;"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
{T}: Kjeldoran Javelineer deals damage equal to the number of age counters on it to target attacking or blocking creature.";common;Creature — Human Soldier;csp;Coldsnap;1;2
71;Carl Critchlow;black;12;['W'];['W'];"""I listen to people. He sniffs the wind. And we both sense something big coming. Something very big.""";{'small': 'https://img.scryfall.com/cards/small/en/csp/12.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/12.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/12.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/12.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/12.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/12.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Kjeldoran Outrider;{W}: Kjeldoran Outrider gets +0/+1 until end of turn.;common;Creature — Human Soldier;csp;Coldsnap;2;2
72;Michael Phillippi;black;13;['W'];['W'];King Darien's breath crystallized and fell to the frozen battlefield, but its command carried true to all soldiers of New Argive.;{'small': 'https://img.scryfall.com/cards/small/en/csp/13.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/13.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/13.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/13.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/13.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/13.jpg?1517813031'};{1}{W};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Kjeldoran War Cry;Creatures you control get +X/+X until end of turn, where X is 1 plus the number of cards named Kjeldoran War Cry in all graveyards.;common;Instant;csp;Coldsnap;;
73;Jeremy Jarvis;black;38;['U'];['U'];Plague-induced dreams became real as they swirled above Krov, mingling with the magical residue of the World Spell.;{'small': 'https://img.scryfall.com/cards/small/en/csp/38.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/38.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/38.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/38.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/38.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/38.jpg?1517813031'};{1}{U};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Krovikan Mist;"Flying
Krovikan Mist's power and toughness are each equal to the number of Illusions on the battlefield.";common;Creature — Illusion;csp;Coldsnap;*;*
74;Michael Sutfin;black;63;['B'];['B'];;{'small': 'https://img.scryfall.com/cards/small/en/csp/63.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/63.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/63.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/63.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/63.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/63.jpg?1517813031'};{2}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Krovikan Rot;"Destroy target creature with power 2 or less.
Recover {1}{B}{B} (When a creature is put into your graveyard from the battlefield, you may pay {1}{B}{B}. If you do, return this card from your graveyard to your hand. Otherwise, exile this card.)";uncommon;Instant;csp;Coldsnap;;
75;Ralph Horsley;black;64;['B'];['B'];The few surviving humans of Krov would have welcomed the return of winter and its sterilizing cold. They often peered northward, hoping that the snow's edge had reached their infested city-tomb.;{'small': 'https://img.scryfall.com/cards/small/en/csp/64.jpg?1517813031', 'normal': 'https://img.scryfall.com/cards/normal/en/csp/64.jpg?1517813031', 'large': 'https://img.scryfall.com/cards/large/en/csp/64.jpg?1517813031', 'png': 'https://img.scryfall.com/cards/png/en/csp/64.png?1517813031', 'art_crop': 'https://img.scryfall.com/cards/art_crop/en/csp/64.jpg?1517813031', 'border_crop': 'https://img.scryfall.com/cards/border_crop/en/csp/64.jpg?1517813031'};{1}{B};{'standard': 'not_legal', 'future': 'not_legal', 'frontier': 'not_legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', '1v1': 'legal', 'duel': 'legal', 'brawl': 'not_legal'};Krovikan Scoundrel;;common;Creature — Human Rogue;csp;Coldsnap;2;1
